accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label	taxonomic_lineage	taxon_domain
A0ABQ2QK59	tr|A0ABQ2QK59|A0ABQ2QK59_9ACTN	A0ABQ2QK59_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium pseudovulgare	Streptosporangium	332	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	Bacteria
A0ABQ2W6F4	tr|A0ABQ2W6F4|A0ABQ2W6F4_9ACTN	A0ABQ2W6F4_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces gelaticus	Streptomyces	284	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	Bacteria
A0ABQ3AXI4	tr|A0ABQ3AXI4|A0ABQ3AXI4_9GAMM	A0ABQ3AXI4_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Marinobacter zhanjiangensis	Marinobacter	275	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus)	Bacteria
A0ABQ3B214	tr|A0ABQ3B214|A0ABQ3B214_9GAMM	A0ABQ3B214_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Cellvibrio zantedeschiae	Cellvibrio	298	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Cellvibrionales (order), Cellvibrionaceae (family), Cellvibrio (genus)	Bacteria
A0ABQ3IUC3	tr|A0ABQ3IUC3|A0ABQ3IUC3_9PSEU	A0ABQ3IUC3_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis deserti	Amycolatopsis	309	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	Bacteria
A0ABQ3KFS6	tr|A0ABQ3KFS6|A0ABQ3KFS6_9PSEU	A0ABQ3KFS6_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis bullii	Amycolatopsis	308	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	Bacteria
A0ABQ3KU58	tr|A0ABQ3KU58|A0ABQ3KU58_9PSEU	A0ABQ3KU58_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis bullii	Amycolatopsis	285	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	Bacteria
A0ABQ3M249	tr|A0ABQ3M249|A0ABQ3M249_9PSEU	A0ABQ3M249_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis oliviviridis	Amycolatopsis	275	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	Bacteria
A0ABQ3PN33	tr|A0ABQ3PN33|A0ABQ3PN33_9ACTN	A0ABQ3PN33_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces hydrogenans	Streptomyces	292	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	Bacteria
A0ABQ3X1A2	tr|A0ABQ3X1A2|A0ABQ3X1A2_9ACTN	A0ABQ3X1A2_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes couchii	Actinoplanes	302	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	Bacteria
A0ABQ3XT05	tr|A0ABQ3XT05|A0ABQ3XT05_9ACTN	A0ABQ3XT05_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes couchii	Actinoplanes	347	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	Bacteria
A0ABQ3YI37	tr|A0ABQ3YI37|A0ABQ3YI37_9ACTN	A0ABQ3YI37_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Paractinoplanes deccanensis	Paractinoplanes	274	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Paractinoplanes (genus)	Bacteria
A0ABQ4GPX9	tr|A0ABQ4GPX9|A0ABQ4GPX9_9ACTN	A0ABQ4GPX9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora siamensis	Microbispora	295	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	Bacteria
A0ABQ4HI96	tr|A0ABQ4HI96|A0ABQ4HI96_9ACTN	A0ABQ4HI96_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planomonospora parontospora subsp. parontospora	Planomonospora	299	unreviewed	ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Planomonospora (genus), Planomonospora parontospora (species)	Bacteria
A0ABQ6YHT9	tr|A0ABQ6YHT9|A0ABQ6YHT9_9NOCA	A0ABQ6YHT9_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia caishijiensis	Nocardia	270	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0ABR4ZJ15	tr|A0ABR4ZJ15|A0ABR4ZJ15_9NOCA	A0ABR4ZJ15_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia vulneris	Nocardia	324	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0ABR7LML6	tr|A0ABR7LML6|A0ABR7LML6_9ACTN	A0ABR7LML6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura alba	Actinomadura	289	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABR8L573	tr|A0ABR8L573|A0ABR8L573_9ACTN	A0ABR8L573_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora bryophytorum subsp. camponoti	Microbispora	281	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus), Microbispora bryophytorum (species)	Bacteria
A0ABR8LI65	tr|A0ABR8LI65|A0ABR8LI65_9ACTN	A0ABR8LI65_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora bryophytorum subsp. camponoti	Microbispora	306	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus), Microbispora bryophytorum (species)	Bacteria
A0ABR9HFT4	tr|A0ABR9HFT4|A0ABR9HFT4_9ACTN	A0ABR9HFT4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis terrae	Nocardiopsis	285	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0ABR9HP34	tr|A0ABR9HP34|A0ABR9HP34_9ACTN	A0ABR9HP34_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis terrae	Nocardiopsis	310	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0ABR9JL03	tr|A0ABR9JL03|A0ABR9JL03_9ACTN	A0ABR9JL03_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura algeriensis	Actinomadura	288	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABR9JQE4	tr|A0ABR9JQE4|A0ABR9JQE4_9ACTN	A0ABR9JQE4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura algeriensis	Actinomadura	304	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABR9JQE6	tr|A0ABR9JQE6|A0ABR9JQE6_9ACTN	A0ABR9JQE6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura algeriensis	Actinomadura	301	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABR9JTI2	tr|A0ABR9JTI2|A0ABR9JTI2_9ACTN	A0ABR9JTI2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura algeriensis	Actinomadura	281	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABR9LVG0	tr|A0ABR9LVG0|A0ABR9LVG0_9ACTN	A0ABR9LVG0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea angiospora	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	Bacteria
A0ABR9P363	tr|A0ABR9P363|A0ABR9P363_9ACTN	A0ABR9P363_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis coralli	Nocardiopsis	291	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0ABS1WUN4	tr|A0ABS1WUN4|A0ABS1WUN4_9GAMM	A0ABS1WUN4_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Steroidobacter gossypii	Steroidobacter	286	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Steroidobacterales (order), Steroidobacteraceae (family), Steroidobacter (genus)	Bacteria
A0ABS2D9K8	tr|A0ABS2D9K8|A0ABS2D9K8_9SPHN	A0ABS2D9K8_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Sphingomonas longa	Sphingomonas	295	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Sphingomonas (genus)	Bacteria
A0ABS3RDC0	tr|A0ABS3RDC0|A0ABS3RDC0_9ACTN	A0ABS3RDC0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura nitritigenes	Actinomadura	305	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABS3RHW4	tr|A0ABS3RHW4|A0ABS3RHW4_9ACTN	A0ABS3RHW4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura violacea	Actinomadura	293	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABS3RIL7	tr|A0ABS3RIL7|A0ABS3RIL7_9ACTN	A0ABS3RIL7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura violacea	Actinomadura	307	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABS3RLG2	tr|A0ABS3RLG2|A0ABS3RLG2_9ACTN	A0ABS3RLG2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura violacea	Actinomadura	283	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABS4PT05	tr|A0ABS4PT05|A0ABS4PT05_9PSEU	A0ABS4PT05_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis magusensis	Amycolatopsis	278	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	Bacteria
A0ABS4QJ61	tr|A0ABS4QJ61|A0ABS4QJ61_9NOCA	A0ABS4QJ61_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia goodfellowii	Nocardia	336	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0ABS5AQW8	tr|A0ABS5AQW8|A0ABS5AQW8_9PSEU	A0ABS5AQW8_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Crossiella equi	Crossiella	280	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Crossiella (genus)	Bacteria
A0ABS6BE04	tr|A0ABS6BE04|A0ABS6BE04_9NOCA	A0ABS6BE04_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia albiluteola	Nocardia	319	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0ABS7FP06	tr|A0ABS7FP06|A0ABS7FP06_9ACTN	A0ABS7FP06_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura parmotrematis	Actinomadura	295	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABT0G6E6	tr|A0ABT0G6E6|A0ABT0G6E6_ACTLZ	A0ABT0G6E6_ACTLZ	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura luzonensis	Actinomadura	284	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0ABT1KBG4	tr|A0ABT1KBG4|A0ABT1KBG4_9ACTN	A0ABT1KBG4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea roseoviolacea subsp. carminata	Nonomuraea	284	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus), Nonomuraea roseoviolacea (species)	Bacteria
A0ABT2D2X6	tr|A0ABT2D2X6|A0ABT2D2X6_9BURK	A0ABT2D2X6_9BURK	PET hydrolase/cutinase-like domain-containing protein	Massilia terrae	Massilia	303	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Oxalobacteraceae (family), Telluria group (no rank), Massilia (genus)	Bacteria
A0ABT4SKH4	tr|A0ABT4SKH4|A0ABT4SKH4_9ACTN	A0ABT4SKH4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea corallina	Nonomuraea	289	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	Bacteria
A0ABT4SVI9	tr|A0ABT4SVI9|A0ABT4SVI9_9ACTN	A0ABT4SVI9_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea ferruginea	Nonomuraea	266	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	Bacteria
A0ABT4TDN8	tr|A0ABT4TDN8|A0ABT4TDN8_9ACTN	A0ABT4TDN8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea ferruginea	Nonomuraea	289	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	Bacteria
A0ABT4TFD0	tr|A0ABT4TFD0|A0ABT4TFD0_9ACTN	A0ABT4TFD0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis suaedae	Nocardiopsis	308	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0ABT4TY48	tr|A0ABT4TY48|A0ABT4TY48_9ACTN	A0ABT4TY48_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis endophytica	Nocardiopsis	309	unreviewed	ec_cutinase,ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0ABT4UC71	tr|A0ABT4UC71|A0ABT4UC71_9ACTN	A0ABT4UC71_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis endophytica	Nocardiopsis	291	unreviewed	ec_cutinase,ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
