Entry	Entry Name	Organism	Organism (ID)	Taxonomic lineage	Taxonomic lineage (Ids)	Length	Reviewed
A0A7W5FDL4	A0A7W5FDL4_9ACTN	Actinoplanes campanulatus	113559	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1865 (genus)	266	unreviewed
A0A8J3JBF7	A0A8J3JBF7_9ACTN	Catellatospora bangladeshensis	310355	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)	342	unreviewed
A0A8J3JTM3	A0A8J3JTM3_9ACTN	Catellatospora bangladeshensis	310355	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)	315	unreviewed
A0A8J3JYJ1	A0A8J3JYJ1_9ACTN	Catellatospora chokoriensis	310353	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)	298	unreviewed
A0A8J3KXG5	A0A8J3KXG5_9ACTN	Catellatospora coxensis	310354	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)	298	unreviewed
A0A8J3ZIJ9	A0A8J3ZIJ9_9ACTN	Virgisporangium aurantiacum	175570	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Virgisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 65504 (genus)	292	unreviewed
A0A917UCS4	A0A917UCS4_9ACTN	Dactylosporangium sucinum	1424081	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)	346	unreviewed
A0A917X6A9	A0A917X6A9_9ACTN	Dactylosporangium sucinum	1424081	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)	309	unreviewed
A0A919DPR9	A0A919DPR9_9ACTN	Streptomyces longispororuber	68230	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85011 (order), 2062 (family), 1883 (genus)	291	unreviewed
A0A931I7M5	A0A931I7M5_9NOCA	Nocardia bovistercoris	2785916	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	323	unreviewed
A0A7W7QD15	A0A7W7QD15_9PSEU	Actinophytocola algeriensis	1768010	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinophytocola (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 695999 (genus)	279	unreviewed
A0A917J6Z5	A0A917J6Z5_9SPHI	Mucilaginibacter galii	2005073	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Sphingobacteriia (class), Sphingobacteriales (order), Sphingobacteriaceae (family), Mucilaginibacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 117747 (class), 200666 (order), 84566 (family), 423349 (genus)	301	unreviewed
A0A7W7FSY8	A0A7W7FSY8_9PSEU	Crossiella cryophila	43355	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Crossiella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 130795 (genus)	279	unreviewed
A0A7W7K5J1	A0A7W7K5J1_9SPHN	Sphingomonas kyeonggiensis	1268553	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Sphingomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 13687 (genus)	323	unreviewed
A0A7W9P8S4	A0A7W9P8S4_9NOCA	Nocardia transvalensis	37333	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	321	unreviewed
A0A7X1F731	A0A7X1F731_9SPHN	Novosphingobium aerophilum	2839843	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Novosphingobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 165696 (genus)	320	unreviewed
A0A7X5V1Y0	A0A7X5V1Y0_9SPHN	Sphingomonas leidyi	68569	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Sphingomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 13687 (genus)	323	unreviewed
A0A8J3L5P2	A0A8J3L5P2_9ACTN	Catellatospora methionotrophica	121620	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)	298	unreviewed
A0A8J3NLV9	A0A8J3NLV9_9ACTN	Catellatospora bangladeshensis	310355	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)	299	unreviewed
A0A918LED6	A0A918LED6_9PSEU	Actinokineospora fastidiosa	1816	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinokineospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 39845 (genus)	287	unreviewed
A0A9P4MID0	A0A9P4MID0_9PEZI	Myriangium duriaei CBS 260.36	1168546	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Myriangiales (order), Myriangiaceae (family), Myriangium (genus), Myriangium duriaei (species)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451867 (subclass), 45676 (order), 147568 (family), 147569 (genus), 147570 (species)	267	unreviewed
A0A9P4NHA4	A0A9P4NHA4_9PEZI	Tothia fuscella	1048955	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Venturiales (order), Cylindrosympodiaceae (family), Tothia (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451868 (subclass), 1111111 (order), 2728979 (family), 1048954 (genus)	260	unreviewed
A0A9P9DWD9	A0A9P9DWD9_9PLEO	Dendryphion nanum	256645	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Torulaceae (family), Dendryphion (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451868 (subclass), 92860 (order), 1667020 (family), 84616 (genus)	284	unreviewed
A0AAN8IKS4	A0AAN8IKS4_9EURO	Knufia fluminis	191047	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Trichomeriaceae (family), Knufia (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 147545 (class), 451870 (subclass), 34395 (order), 1233474 (family), 430999 (genus)	324	unreviewed
A0ABP7IBD0	A0ABP7IBD0_9ACTN	Sphaerisporangium flaviroseum	509199	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)	310	unreviewed
A0AAV9JXN6	A0AAV9JXN6_9PEZI	Oleoguttula mirabilis	1507867	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Teratosphaeriaceae (family), Oleoguttula (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451867 (subclass), 2726947 (order), 668547 (family), 1507866 (genus)	250	unreviewed
A0A9Q9ELL9	A0A9Q9ELL9_9PEZI	Septoria linicola	215465	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Mycosphaerellaceae (family), Septoria (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451867 (subclass), 2726947 (order), 93133 (family), 39702 (genus)	262	unreviewed
A0AAD9S5E7	A0AAD9S5E7_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	1214568	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Sordariomycetidae (subclass), Diaporthales (order), Diaporthaceae (family), Diaporthe (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715989 (clade), 147550 (class), 222544 (subclass), 5114 (order), 767018 (family), 36922 (genus)	333	unreviewed
A0A9P7QB77	A0A9P7QB77_9HYPO	Claviceps aff. purpurea	1967640	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715989 (clade), 147550 (class), 222543 (subclass), 5125 (order), 34397 (family), 5110 (genus)	319	unreviewed
A0A9P9WSE2	A0A9P9WSE2_9PEZI	Neoarthrinium moseri	1658444	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Xylariomycetidae (subclass), Amphisphaeriales (order), Apiosporaceae (family), Neoarthrinium (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715989 (clade), 147550 (class), 222545 (subclass), 3402561 (order), 106263 (family), 2983819 (genus)	250	unreviewed
A0A9X2K5K6	A0A9X2K5K6_9ACTN	Nonomuraea thailandensis	1188745	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	303	unreviewed
A0A9X3NJC1	A0A9X3NJC1_9ACTN	Streptomonospora mangrovi	2883123	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Streptomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 104204 (genus)	278	unreviewed
A0ABN3C865	A0ABN3C865_9ACTN	Nonomuraea monospora	568818	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	303	unreviewed
A0ABN3D3P5	A0ABN3D3P5_9ACTN	Nonomuraea monospora	568818	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	301	unreviewed
A0ABN3U267	A0ABN3U267_9ACTN	Actinocorallia aurantiaca	46204	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinocorallia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 58108 (genus)	289	unreviewed
A0ABP6MKG0	A0ABP6MKG0_9ACTN	Planomonospora alba	161354	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Planomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 1998 (genus)	299	unreviewed
A0ABP6Q7A0	A0ABP6Q7A0_9ACTN	Actinocorallia longicatena	111803	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinocorallia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 58108 (genus)	278	unreviewed
A0ABP7GIM2	A0ABP7GIM2_9ACTN	Salinactinospora qingdaonensis	702744	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Salinactinospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 1434041 (genus)	315	unreviewed
A0A9P2TBN9	A0A9P2TBN9_THEFU	Thermobifida fusca TM51	1169414	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus), Thermobifida fusca (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 83677 (genus), 2021 (species)	301	unreviewed
