accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label
A0ABT0G6E6	tr|A0ABT0G6E6|A0ABT0G6E6_ACTLZ	A0ABT0G6E6_ACTLZ	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura luzonensis	Actinomadura	284	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT1KBG4	tr|A0ABT1KBG4|A0ABT1KBG4_9ACTN	A0ABT1KBG4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea roseoviolacea subsp. carminata	Nonomuraea	284	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT2D2X6	tr|A0ABT2D2X6|A0ABT2D2X6_9BURK	A0ABT2D2X6_9BURK	PET hydrolase/cutinase-like domain-containing protein	Massilia terrae	Massilia	303	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABT4SKH4	tr|A0ABT4SKH4|A0ABT4SKH4_9ACTN	A0ABT4SKH4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea corallina	Nonomuraea	289	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT4SVI9	tr|A0ABT4SVI9|A0ABT4SVI9_9ACTN	A0ABT4SVI9_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea ferruginea	Nonomuraea	266	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT4TDN8	tr|A0ABT4TDN8|A0ABT4TDN8_9ACTN	A0ABT4TDN8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea ferruginea	Nonomuraea	289	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT4TFD0	tr|A0ABT4TFD0|A0ABT4TFD0_9ACTN	A0ABT4TFD0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis suaedae	Nocardiopsis	308	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT4TY48	tr|A0ABT4TY48|A0ABT4TY48_9ACTN	A0ABT4TY48_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis endophytica	Nocardiopsis	309	unreviewed	ec_cutinase,ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT4UC71	tr|A0ABT4UC71|A0ABT4UC71_9ACTN	A0ABT4UC71_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis endophytica	Nocardiopsis	291	unreviewed	ec_cutinase,ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT7INI8	tr|A0ABT7INI8|A0ABT7INI8_9BURK	A0ABT7INI8_9BURK	PET hydrolase/cutinase-like domain-containing protein	Mesosutterella faecium	Mesosutterella	307	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABT9HCX2	tr|A0ABT9HCX2|A0ABT9HCX2_9GAMM	A0ABT9HCX2_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Psychrobacter faecalis	Psychrobacter	347	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABT9QDD4	tr|A0ABT9QDD4|A0ABT9QDD4_9ACTN	A0ABT9QDD4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium lutulentum	Streptosporangium	324	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABT9R9S9	tr|A0ABT9R9S9|A0ABT9R9S9_9ACTN	A0ABT9R9S9_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium brasiliense	Streptosporangium	287	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU1PVP3	tr|A0ABU1PVP3|A0ABU1PVP3_9PSEU	A0ABU1PVP3_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Saccharothrix longispora	Saccharothrix	274	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABU1XE86	tr|A0ABU1XE86|A0ABU1XE86_9NOCA	A0ABU1XE86_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia kruczakiae	Nocardia	322	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABU2HAA2	tr|A0ABU2HAA2|A0ABU2HAA2_9ACTN	A0ABU2HAA2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Lipingzhangella rawalii	Lipingzhangella	284	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU2HBR0	tr|A0ABU2HBR0|A0ABU2HBR0_9ACTN	A0ABU2HBR0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Lipingzhangella rawalii	Lipingzhangella	259	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU2KYZ7	tr|A0ABU2KYZ7|A0ABU2KYZ7_9ACTN	A0ABU2KYZ7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora wellingtoniae	Streptomonospora	308	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU2M2I4	tr|A0ABU2M2I4|A0ABU2M2I4_9ACTN	A0ABU2M2I4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis lambiniae	Nocardiopsis	275	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU2MB52	tr|A0ABU2MB52|A0ABU2MB52_9ACTN	A0ABU2MB52_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis lambiniae	Nocardiopsis	286	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU3EK19	tr|A0ABU3EK19|A0ABU3EK19_9RHOB	A0ABU3EK19_9RHOB	PET hydrolase/cutinase-like domain-containing protein	Paracoccus broussonetiae	Paracoccus	300	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABU7K983	tr|A0ABU7K983|A0ABU7K983_9ACTN	A0ABU7K983_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis codii	Nocardiopsis	284	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU7KBV8	tr|A0ABU7KBV8|A0ABU7KBV8_9ACTN	A0ABU7KBV8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis codii	Nocardiopsis	290	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABU8S4G3	tr|A0ABU8S4G3|A0ABU8S4G3_9SPHN	A0ABU8S4G3_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Novosphingobium aquae	Novosphingobium	292	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABU8S5Q1	tr|A0ABU8S5Q1|A0ABU8S5Q1_9SPHN	A0ABU8S5Q1_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Novosphingobium aquae	Novosphingobium	320	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABU9M430	tr|A0ABU9M430|A0ABU9M430_STUCH	A0ABU9M430_STUCH	PET hydrolase/cutinase-like domain-containing protein	Stutzerimonas chloritidismutans (Pseudomonas chloritidismutans)	Stutzerimonas	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABV0AN13	tr|A0ABV0AN13|A0ABV0AN13_9ACTN	A0ABV0AN13_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora maris	Microbispora	281	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV0AYA2	tr|A0ABV0AYA2|A0ABV0AYA2_9ACTN	A0ABV0AYA2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora maris	Microbispora	304	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV1ZP13	tr|A0ABV1ZP13|A0ABV1ZP13_9ACTN	A0ABV1ZP13_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis tropica	Nocardiopsis	308	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV2A015	tr|A0ABV2A015|A0ABV2A015_9ACTN	A0ABV2A015_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis tropica	Nocardiopsis	284	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV3F3X9	tr|A0ABV3F3X9|A0ABV3F3X9_9NOCA	A0ABV3F3X9_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia fusca	Nocardia	337	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABV3FKY4	tr|A0ABV3FKY4|A0ABV3FKY4_9NOCA	A0ABV3FKY4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia aurea	Nocardia	337	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABV3GLG2	tr|A0ABV3GLG2|A0ABV3GLG2_MICGL	A0ABV3GLG2_MICGL	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microtetraspora glauca	Microtetraspora	308	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV3GPG2	tr|A0ABV3GPG2|A0ABV3GPG2_MICGL	A0ABV3GPG2_MICGL	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microtetraspora glauca	Microtetraspora	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV3H590	tr|A0ABV3H590|A0ABV3H590_9ACTN	A0ABV3H590_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea bangladeshensis	Nonomuraea	284	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV3HHB8	tr|A0ABV3HHB8|A0ABV3HHB8_9ACTN	A0ABV3HHB8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea bangladeshensis	Nonomuraea	299	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV4QBN9	tr|A0ABV4QBN9|A0ABV4QBN9_9ACTN	A0ABV4QBN9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura monticuli	Actinomadura	281	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV4R3C7	tr|A0ABV4R3C7|A0ABV4R3C7_9ACTN	A0ABV4R3C7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura chokoriensis	Actinomadura	281	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5INF8	tr|A0ABV5INF8|A0ABV5INF8_9ACTN	A0ABV5INF8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea spiralis	Nonomuraea	266	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5IXZ4	tr|A0ABV5IXZ4|A0ABV5IXZ4_9ACTN	A0ABV5IXZ4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea spiralis	Nonomuraea	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5NZ31	tr|A0ABV5NZ31|A0ABV5NZ31_9ACTN	A0ABV5NZ31_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea salmonea	Nonomuraea	302	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5P1V8	tr|A0ABV5P1V8|A0ABV5P1V8_9ACTN	A0ABV5P1V8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea salmonea	Nonomuraea	304	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5QFF4	tr|A0ABV5QFF4|A0ABV5QFF4_9ACTN	A0ABV5QFF4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea roseola	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5SC32	tr|A0ABV5SC32|A0ABV5SC32_9ACTN	A0ABV5SC32_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea helvata	Nonomuraea	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5TE52	tr|A0ABV5TE52|A0ABV5TE52_9ACTN	A0ABV5TE52_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium vulgare	Streptosporangium	314	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5TKN4	tr|A0ABV5TKN4|A0ABV5TKN4_9ACTN	A0ABV5TKN4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium vulgare	Streptosporangium	289	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5TPH8	tr|A0ABV5TPH8|A0ABV5TPH8_9ACTN	A0ABV5TPH8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium vulgare	Streptosporangium	291	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV5UGY4	tr|A0ABV5UGY4|A0ABV5UGY4_9PSEU	A0ABV5UGY4_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis plumensis	Amycolatopsis	311	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABV8EUA0	tr|A0ABV8EUA0|A0ABV8EUA0_9ACTN	A0ABV8EUA0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium jomthongense	Streptosporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV8G720	tr|A0ABV8G720|A0ABV8G720_9ACTN	A0ABV8G720_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea purpurea	Nonomuraea	274	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV8IEE0	tr|A0ABV8IEE0|A0ABV8IEE0_9ACTN	A0ABV8IEE0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planomonospora corallina	Planomonospora	306	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9C836	tr|A0ABV9C836|A0ABV9C836_9ACTN	A0ABV9C836_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Sphaerisporangium dianthi	Sphaerisporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9E7U1	tr|A0ABV9E7U1|A0ABV9E7U1_9ACTN	A0ABV9E7U1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Sphaerisporangium corydalis	Sphaerisporangium	283	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9G053	tr|A0ABV9G053|A0ABV9G053_9NOCA	A0ABV9G053_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Rhodococcus kronopolitis	Rhodococcus	330	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABV9SNT9	tr|A0ABV9SNT9|A0ABV9SNT9_9ACTN	A0ABV9SNT9_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora arabica	Streptomonospora	278	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9ST98	tr|A0ABV9ST98|A0ABV9ST98_9ACTN	A0ABV9ST98_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora arabica	Streptomonospora	308	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9U3N1	tr|A0ABV9U3N1|A0ABV9U3N1_9ACTN	A0ABV9U3N1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura gamaensis	Actinomadura	290	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9U3U3	tr|A0ABV9U3U3|A0ABV9U3U3_9ACTN	A0ABV9U3U3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura gamaensis	Actinomadura	337	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABV9U430	tr|A0ABV9U430|A0ABV9U430_9ACTN	A0ABV9U430_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura gamaensis	Actinomadura	284	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1A748	tr|A0ABW1A748|A0ABW1A748_9ACTN	A0ABW1A748_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura rugatobispora	Actinomadura	282	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1ACU7	tr|A0ABW1ACU7|A0ABW1ACU7_9ACTN	A0ABW1ACU7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rugatobispora	Actinomadura	306	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1AIT3	tr|A0ABW1AIT3|A0ABW1AIT3_9ACTN	A0ABW1AIT3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rugatobispora	Actinomadura	290	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1BVW6	tr|A0ABW1BVW6|A0ABW1BVW6_9ACTN	A0ABW1BVW6_9ACTN	cutinase (EC 3.1.1.74)	Nonomuraea harbinensis	Nonomuraea	302	unreviewed	petase	Cutinase	NA
A0ABW1CC56	tr|A0ABW1CC56|A0ABW1CC56_9ACTN	A0ABW1CC56_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea insulae	Nonomuraea	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1CGM7	tr|A0ABW1CGM7|A0ABW1CGM7_9ACTN	A0ABW1CGM7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea insulae	Nonomuraea	296	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1D4K0	tr|A0ABW1D4K0|A0ABW1D4K0_9ACTN	A0ABW1D4K0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea insulae	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW1NJ96	tr|A0ABW1NJ96|A0ABW1NJ96_9ACTN	A0ABW1NJ96_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Sphaerisporangium aureirubrum	Sphaerisporangium	295	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2CM09	tr|A0ABW2CM09|A0ABW2CM09_9ACTN	A0ABW2CM09_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura yumaensis	Actinomadura	283	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2CTX2	tr|A0ABW2CTX2|A0ABW2CTX2_9ACTN	A0ABW2CTX2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura yumaensis	Actinomadura	267	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2CZA0	tr|A0ABW2CZA0|A0ABW2CZA0_9ACTN	A0ABW2CZA0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura yumaensis	Actinomadura	313	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2PE71	tr|A0ABW2PE71|A0ABW2PE71_9ACTN	A0ABW2PE71_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Sphaerisporangium rhizosphaerae	Sphaerisporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2SV52	tr|A0ABW2SV52|A0ABW2SV52_9ACTN	A0ABW2SV52_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium amethystogenes subsp. fukuiense	Streptosporangium	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2SVA4	tr|A0ABW2SVA4|A0ABW2SVA4_9ACTN	A0ABW2SVA4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium amethystogenes subsp. fukuiense	Streptosporangium	291	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2SY79	tr|A0ABW2SY79|A0ABW2SY79_9ACTN	A0ABW2SY79_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium amethystogenes subsp. fukuiense	Streptosporangium	314	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2TCC5	tr|A0ABW2TCC5|A0ABW2TCC5_9ACTN	A0ABW2TCC5_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium amethystogenes subsp. fukuiense	Streptosporangium	266	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2XQE4	tr|A0ABW2XQE4|A0ABW2XQE4_9ACTN	A0ABW2XQE4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fibrosa	Actinomadura	313	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2Y2H3	tr|A0ABW2Y2H3|A0ABW2Y2H3_9ACTN	A0ABW2Y2H3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura fibrosa	Actinomadura	269	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW2Y2K9	tr|A0ABW2Y2K9|A0ABW2Y2K9_9ACTN	A0ABW2Y2K9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fibrosa	Actinomadura	310	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW3BH01	tr|A0ABW3BH01|A0ABW3BH01_9ACTN	A0ABW3BH01_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora algeriensis	Streptomonospora	277	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW3BHY7	tr|A0ABW3BHY7|A0ABW3BHY7_9ACTN	A0ABW3BHY7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora algeriensis	Streptomonospora	317	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW3CKK1	tr|A0ABW3CKK1|A0ABW3CKK1_9ACTN	A0ABW3CKK1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura adrarensis	Actinomadura	265	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW3DN90	tr|A0ABW3DN90|A0ABW3DN90_9ACTN	A0ABW3DN90_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium algeriense	Streptosporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
